Frank-Hertz Experiment		
		
Vr(V)= 1.5		
Cathode Heater Current (mA) = 320		
		 
Va(V)_1	Ia(E-12 A)_1	T(c)_1
0.00	15.17	170.42
0.01	15.11	170.42
0.02	15.31	170.42
0.03	15.32	170.42
0.04	15.47	170.42
0.05	14.84	170.42
0.06	15.08	170.42
0.07	15.11	170.42
0.08	15.28	170.42
0.09	16.24	170.42
0.10	15.18	170.41
0.11	15.18	170.41
0.12	15.05	170.41
0.13	15.13	170.41
0.14	15.45	170.41
0.15	15.26	170.41
0.16	15.28	170.41
0.17	15.42	170.41
0.18	15.31	170.41
0.19	15.50	170.42
0.20	15.10	170.42
0.21	15.38	170.42
0.22	15.44	170.42
0.23	14.98	170.42
0.24	15.22	170.42
0.25	15.36	170.42
0.26	15.47	170.42
0.27	15.04	170.43
0.28	15.52	170.43
0.29	15.39	170.43
0.30	15.37	170.43
0.31	15.20	170.42
0.32	15.55	170.42
0.33	15.26	170.43
0.34	15.27	170.43
0.35	15.41	170.43
0.36	15.52	170.43
0.37	15.40	170.43
0.38	15.17	170.43
0.39	15.49	170.43
0.40	15.01	170.43
0.41	15.26	170.42
0.42	15.29	170.42
0.43	15.51	170.42
0.44	15.11	170.42
0.45	15.45	170.41
0.46	15.46	170.41
0.47	15.28	170.41
0.48	15.30	170.41
0.49	15.51	170.42
0.50	15.32	170.42
0.51	15.40	170.43
0.52	15.36	170.43
0.53	15.50	170.43
0.54	15.33	170.43
0.55	15.43	170.43
0.56	15.47	170.43
0.57	15.32	170.43
0.58	15.46	170.43
0.59	15.58	170.42
0.60	15.48	170.42
0.61	15.49	170.42
0.62	15.35	170.42
0.63	15.30	170.41
0.64	15.00	170.41
0.65	15.47	170.40
0.66	15.58	170.40
0.67	15.59	170.39
0.68	15.32	170.39
0.69	15.19	170.39
0.70	15.48	170.38
0.71	15.66	170.38
0.72	16.38	170.37
0.73	15.14	170.37
0.74	14.92	170.36
0.75	15.79	170.36
0.76	15.93	170.36
0.77	15.46	170.36
0.78	15.49	170.35
0.79	15.78	170.35
0.80	15.34	170.34
0.81	15.34	170.34
0.82	15.79	170.34
0.83	15.21	170.34
0.84	15.48	170.34
0.85	15.42	170.34
0.86	15.59	170.33
0.87	15.12	170.33
0.88	16.01	170.33
0.89	15.56	170.33
0.90	15.62	170.32
0.91	16.39	170.32
0.92	15.59	170.32
0.93	15.43	170.32
0.94	15.50	170.32
0.95	15.35	170.32
0.96	14.95	170.32
0.97	15.36	170.32
0.98	15.41	170.32
0.99	15.45	170.32
1.00	15.59	170.33
1.01	15.67	170.33
1.02	15.63	170.33
1.03	15.71	170.33
1.04	15.42	170.32
1.05	15.67	170.32
1.06	15.72	170.33
1.07	15.53	170.33
1.08	15.25	170.32
1.09	15.61	170.32
1.10	13.51	170.33
1.11	15.71	170.33
1.12	15.09	170.34
1.13	15.48	170.34
1.14	14.63	170.34
1.15	16.70	170.34
1.16	15.84	170.34
1.17	15.64	170.34
1.18	15.17	170.34
1.19	15.72	170.34
1.20	15.73	170.34
1.21	15.56	170.34
1.22	15.82	170.34
1.23	20.86	170.34
1.24	15.63	170.34
1.25	15.63	170.34
1.26	15.71	170.34
1.27	15.68	170.34
1.28	15.53	170.34
1.29	15.73	170.33
1.30	15.77	170.33
1.31	15.54	170.32
1.32	15.77	170.32
1.33	15.67	170.32
1.34	15.66	170.32
1.35	15.58	170.31
1.36	15.64	170.31
1.37	15.81	170.31
1.38	15.54	170.31
1.39	15.77	170.31
1.40	15.77	170.31
1.41	15.60	170.30
1.42	15.56	170.30
1.43	15.80	170.31
1.44	15.78	170.31
1.45	15.59	170.31
1.46	15.75	170.31
1.47	15.86	170.31
1.48	15.79	170.31
1.49	15.60	170.31
1.50	15.73	170.31
1.51	15.84	170.31
1.52	15.69	170.31
1.53	15.81	170.31
1.54	15.56	170.31
1.55	15.79	170.31
1.56	15.75	170.31
1.57	15.75	170.30
1.58	15.61	170.30
1.59	15.75	170.31
1.60	16.02	170.31
1.61	15.80	170.30
1.62	15.55	170.30
1.63	15.81	170.30
1.64	15.99	170.30
1.65	15.79	170.29
1.66	15.75	170.29
1.67	15.89	170.29
1.68	16.06	170.29
1.69	15.60	170.28
1.70	15.65	170.28
1.71	15.85	170.28
1.72	15.67	170.28
1.73	15.71	170.27
1.74	15.87	170.27
1.75	15.98	170.27
1.76	15.75	170.27
1.77	15.58	170.26
1.78	15.98	170.26
1.79	15.79	170.26
1.80	15.53	170.26
1.81	15.75	170.26
1.82	15.96	170.24
1.83	15.82	170.24
1.84	15.77	170.25
1.85	15.60	170.25
1.86	15.87	170.25
1.87	15.69	170.25
1.88	15.69	170.24
1.89	15.95	170.24
1.90	15.78	170.25
1.91	15.62	170.25
1.92	16.85	170.24
1.93	15.79	170.24
1.94	15.83	170.23
1.95	15.86	170.23
1.96	15.47	170.22
1.97	15.05	170.22
1.98	6.88	170.22
1.99	16.62	170.22
2.00	139.66	170.23
2.01	15.79	170.23
2.02	15.86	170.21
2.03	15.84	170.21
2.04	15.83	170.21
2.05	15.73	170.21
2.06	15.91	170.20
2.07	15.72	170.20
2.08	15.70	170.20
2.09	15.78	170.20
2.10	15.96	170.19
2.11	15.82	170.19
2.12	15.69	170.18
2.13	15.92	170.18
2.14	15.86	170.18
2.15	15.65	170.18
2.16	15.68	170.18
2.17	16.03	170.18
2.18	15.89	170.17
2.19	15.73	170.17
2.20	15.78	170.18
2.21	15.94	170.18
2.22	15.74	170.17
2.23	15.84	170.17
2.24	15.89	170.18
2.25	15.88	170.18
2.26	15.85	170.18
2.27	15.89	170.18
2.28	15.95	170.18
2.29	15.83	170.18
2.30	15.89	170.19
2.31	15.87	170.19
2.32	15.94	170.18
2.33	15.79	170.18
2.34	15.92	170.18
2.35	15.88	170.18
2.36	15.95	170.18
2.37	15.82	170.17
2.38	15.72	170.17
2.39	15.81	170.17
2.40	15.83	170.17
2.41	15.81	170.18
2.42	16.02	170.18
2.43	15.93	170.18
2.44	15.80	170.18
2.45	15.96	170.18
2.46	15.90	170.18
2.47	15.94	170.18
2.48	15.92	170.18
2.49	15.87	170.19
2.50	15.78	170.19
2.51	15.86	170.18
2.52	15.88	170.18
2.53	15.89	170.18
2.54	15.86	170.18
2.55	15.91	170.18
2.56	15.92	170.18
2.57	15.89	170.18
2.58	16.01	170.18
2.59	15.79	170.17
2.60	16.03	170.17
2.61	15.84	170.17
2.62	15.84	170.17
2.63	15.89	170.17
2.64	15.91	170.17
2.65	15.95	170.16
2.66	15.91	170.16
2.67	15.94	170.16
2.68	15.93	170.16
2.69	15.99	170.16
2.70	15.75	170.16
2.71	15.86	170.15
2.72	15.81	170.15
2.73	15.81	170.16
2.74	15.89	170.16
2.75	15.88	170.16
2.76	16.20	170.16
2.77	15.81	170.16
2.78	15.81	170.16
2.79	15.96	170.15
2.80	16.01	170.15
2.81	15.94	170.15
2.82	15.88	170.15
2.83	15.89	170.15
2.84	15.91	170.15
2.85	15.94	170.15
2.86	16.05	170.15
2.87	15.39	170.15
2.88	15.88	170.15
2.89	15.90	170.15
2.90	16.07	170.15
2.91	16.03	170.15
2.92	15.84	170.15
2.93	15.90	170.16
2.94	15.90	170.16
2.95	16.04	170.16
2.96	15.89	170.16
2.97	16.06	170.16
2.98	15.85	170.16
2.99	15.84	170.16
3.00	15.97	170.16
3.01	15.98	170.16
3.02	15.76	170.17
3.03	15.97	170.17
3.04	15.98	170.17
3.05	15.92	170.17
3.06	15.75	170.17
3.07	16.07	170.17
3.08	15.96	170.17
3.09	15.92	170.17
3.10	15.95	170.16
3.11	16.03	170.16
3.12	15.76	170.16
3.13	15.96	170.16
3.14	16.13	170.16
3.15	15.91	170.16
3.16	16.02	170.15
3.17	15.95	170.15
3.18	15.95	170.15
3.19	15.83	170.15
3.20	15.83	170.15
3.21	16.04	170.15
3.22	15.84	170.14
3.23	15.79	170.14
3.24	16.05	170.14
3.25	16.08	170.14
3.26	15.87	170.14
3.27	15.69	170.14
3.28	16.07	170.14
3.29	15.78	170.14
3.30	15.83	170.14
3.31	15.90	170.14
3.32	16.06	170.14
3.33	16.05	170.14
3.34	15.79	170.14
3.35	16.12	170.14
3.36	16.03	170.15
3.37	15.81	170.15
3.38	15.97	170.15
3.39	16.21	170.15
3.40	15.82	170.14
3.41	15.90	170.14
3.42	16.17	170.14
3.43	15.96	170.14
3.44	15.69	170.15
3.45	15.87	170.15
3.46	16.00	170.14
3.47	15.73	170.14
3.48	15.76	170.15
3.49	16.11	170.15
3.50	15.96	170.14
3.51	15.73	170.14
3.52	15.97	170.14
3.53	16.08	170.13
3.54	15.79	170.13
3.55	15.99	170.13
3.56	15.64	170.13
3.57	15.74	170.13
3.58	15.85	170.13
3.59	15.98	170.12
3.60	15.77	170.12
3.61	15.69	170.12
3.62	16.13	170.12
3.63	15.98	170.12
3.64	15.70	170.12
3.65	15.96	170.12
3.66	15.99	170.12
3.67	15.81	170.11
3.68	15.89	170.11
3.69	16.03	170.10
3.70	15.87	170.10
3.71	15.86	170.10
3.72	15.92	170.10
3.73	15.92	170.11
3.74	15.96	170.11
3.75	15.88	170.11
3.76	15.95	170.11
3.77	16.00	170.11
3.78	15.84	170.11
3.79	15.91	170.11
3.80	15.97	170.11
3.81	15.71	170.11
3.82	15.89	170.11
3.83	16.00	170.11
3.84	15.91	170.11
3.85	15.85	170.11
3.86	15.97	170.11
3.87	15.94	170.11
3.88	15.68	170.11
3.89	15.85	170.12
3.90	16.10	170.12
3.91	15.88	170.11
3.92	15.83	170.11
3.93	15.95	170.11
3.94	15.79	170.11
3.95	15.91	170.11
3.96	15.84	170.11
3.97	15.88	170.11
3.98	15.88	170.11
3.99	15.97	170.11
4.00	15.95	170.11
4.01	15.80	170.11
4.02	15.92	170.11
4.03	15.86	170.11
4.04	15.90	170.11
4.05	15.83	170.11
4.06	15.90	170.11
4.07	15.90	170.11
4.08	15.83	170.11
4.09	15.92	170.11
4.10	15.85	170.11
4.11	15.81	170.11
4.12	15.93	170.11
4.13	15.95	170.11
4.14	15.77	170.10
4.15	15.87	170.10
4.16	15.80	170.10
4.17	15.87	170.10
4.18	15.91	170.10
4.19	15.81	170.10
4.20	16.00	170.09
4.21	15.86	170.09
4.22	15.80	170.09
4.23	15.81	170.09
4.24	16.01	170.10
4.25	15.91	170.10
4.26	15.84	170.09
4.27	16.10	170.09
4.28	15.75	170.08
4.29	15.56	170.08
4.30	15.89	170.08
4.31	16.03	170.08
4.32	15.82	170.07
4.33	15.91	170.07
4.34	16.03	170.07
4.35	15.85	170.07
4.36	15.77	170.07
4.37	15.87	170.07
4.38	15.90	170.06
4.39	15.81	170.06
4.40	15.88	170.06
4.41	16.04	170.06
4.42	15.88	170.05
4.43	15.74	170.05
4.44	15.84	170.04
4.45	15.81	170.04
4.46	15.74	170.04
4.47	15.75	170.04
4.48	15.90	170.03
4.49	15.86	170.03
4.50	15.82	170.03
4.51	15.99	170.03
4.52	15.81	170.03
4.53	15.69	170.03
4.54	15.78	170.02
4.55	16.05	170.02
4.56	15.87	170.02
4.57	15.79	170.02
4.58	15.88	170.02
4.59	16.09	170.02
4.60	15.91	170.01
4.61	15.87	170.01
4.62	15.75	170.01
4.63	15.92	170.01
4.64	15.67	170.00
4.65	15.81	170.00
4.66	15.88	170.00
4.67	15.73	170.00
4.68	15.71	169.99
4.69	15.93	169.99
4.70	15.88	169.99
4.71	15.82	169.99
4.72	16.02	169.99
4.73	15.95	169.99
4.74	15.71	169.99
4.75	15.87	169.98
4.76	15.95	169.98
4.77	15.91	169.98
4.78	15.85	169.98
4.79	15.93	169.98
4.80	16.05	169.98
4.81	15.93	169.97
4.82	15.79	169.97
4.83	15.79	169.97
4.84	15.83	169.97
4.85	15.69	169.97
4.86	15.92	169.97
4.87	16.06	169.96
4.88	15.88	169.96
4.89	15.89	169.96
4.90	15.79	169.96
4.91	15.93	169.96
4.92	15.91	169.96
4.93	15.91	169.95
4.94	15.94	169.95
4.95	15.99	169.95
4.96	15.93	169.95
4.97	15.87	169.94
4.98	15.84	169.94
4.99	15.90	169.93
5.00	15.85	169.93
5.01	15.86	169.93
5.02	15.92	169.93
5.03	15.89	169.93
5.04	15.88	169.93
5.05	16.02	169.93
5.06	15.92	169.93
5.07	15.75	169.93
5.08	15.96	169.93
5.09	15.90	169.92
5.10	15.90	169.92
5.11	15.83	169.92
5.12	15.94	169.92
5.13	15.88	169.91
5.14	15.84	169.91
5.15	15.96	169.91
5.16	16.04	169.91
5.17	15.89	169.91
5.18	15.83	169.91
5.19	15.97	169.91
5.20	16.13	169.91
5.21	15.88	169.91
5.22	15.84	169.91
5.23	16.01	169.91
5.24	15.99	169.91
5.25	15.80	169.90
5.26	15.90	169.90
5.27	16.17	169.90
5.28	16.07	169.90
5.29	15.90	169.90
5.30	15.91	169.90
5.31	16.00	169.90
5.32	9.45	169.90
5.33	15.86	169.90
5.34	16.03	169.90
5.35	16.11	169.90
5.36	15.97	169.90
5.37	15.84	169.90
5.38	16.07	169.91
5.39	16.09	169.91
5.40	15.86	169.91
5.41	16.05	169.91
5.42	16.07	169.91
5.43	15.84	169.91
5.44	16.06	169.92
5.45	16.16	169.92
5.46	16.01	169.92
5.47	15.91	169.92
5.48	16.04	169.92
5.49	16.17	169.92
5.50	15.77	169.92
5.51	15.88	169.92
5.52	16.09	169.92
5.53	16.16	169.92
5.54	15.81	169.92
5.55	15.99	169.92
5.56	16.12	169.92
5.57	15.85	169.92
5.58	16.04	169.92
5.59	16.13	169.92
5.60	16.14	169.92
5.61	15.77	169.92
5.62	15.98	169.91
5.63	16.19	169.91
5.64	16.03	169.91
5.65	15.77	169.91
5.66	16.19	169.90
5.67	16.15	169.90
5.68	15.97	169.90
5.69	15.77	169.90
5.70	16.13	169.90
5.71	16.31	169.90
5.72	16.13	169.90
5.73	15.77	169.90
5.74	16.32	169.90
5.75	16.03	169.90
5.76	15.84	169.89
5.77	16.08	169.89
5.78	16.30	169.89
5.79	16.02	169.89
5.80	15.88	169.89
5.81	16.33	169.89
5.82	16.15	169.88
5.83	15.82	169.88
5.84	16.02	169.88
5.85	16.33	169.89
5.86	16.09	169.89
5.87	15.98	169.89
5.88	16.10	169.89
5.89	16.30	169.89
5.90	16.02	169.89
5.91	15.94	169.89
5.92	16.01	169.89
5.93	16.07	169.88
5.94	16.03	169.88
5.95	15.99	169.88
5.96	16.10	169.88
5.97	16.20	169.89
5.98	16.15	169.89
5.99	15.94	169.89
6.00	16.16	169.89
6.01	16.11	169.89
6.02	16.07	169.89
6.03	16.06	169.88
6.04	16.23	169.88
6.05	16.55	169.88
6.06	16.12	169.88
6.07	16.12	169.88
6.08	16.26	169.88
6.09	16.19	169.88
6.10	16.26	169.88
6.11	16.09	169.87
6.12	16.24	169.87
6.13	16.25	169.87
6.14	16.21	169.87
6.15	16.25	169.88
6.16	16.33	169.88
6.17	16.28	169.87
6.18	15.99	169.87
6.19	16.19	169.88
6.20	16.50	169.88
6.21	16.26	169.88
6.22	16.06	169.88
6.23	16.61	169.89
6.24	16.27	169.89
6.25	16.13	169.89
6.26	16.48	169.89
6.27	16.56	169.89
6.28	16.00	169.89
6.29	16.24	169.90
6.30	16.68	169.90
6.31	16.11	169.90
6.32	15.85	169.90
6.33	16.48	169.90
6.34	16.69	169.90
6.35	15.90	169.89
6.36	16.01	169.89
6.37	16.55	169.89
6.38	16.23	169.89
6.39	15.72	169.89
6.40	16.26	169.89
6.41	16.59	169.89
6.42	16.36	169.89
6.43	15.91	169.89
6.44	16.55	169.88
6.45	16.69	169.88
6.46	16.06	169.88
6.47	16.16	169.88
6.48	16.78	169.88
6.49	16.08	169.88
6.50	16.25	169.88
6.51	16.88	169.88
6.52	15.90	169.88
6.53	16.06	169.88
6.54	16.59	169.88
6.55	16.68	169.88
6.56	15.99	169.88
6.57	16.18	169.88
6.58	16.69	169.87
6.59	16.19	169.87
6.60	15.94	169.87
6.61	16.81	169.87
6.62	16.53	169.87
6.63	16.06	169.87
6.64	16.46	169.86
6.65	17.00	169.86
6.66	16.31	169.86
6.67	16.42	169.86
6.68	17.04	169.86
6.69	16.20	169.86
6.70	16.24	169.85
6.71	16.82	169.85
6.72	16.62	169.85
6.73	16.03	169.85
6.74	16.68	169.85
6.75	16.89	169.85
6.76	16.19	169.85
6.77	16.75	169.85
6.78	16.69	169.83
6.79	16.38	169.83
6.80	16.96	169.83
6.81	16.74	169.83
6.82	16.44	169.83
6.83	16.56	169.83
6.84	17.07	169.82
6.85	16.19	169.82
6.86	16.56	169.82
6.87	16.91	169.82
6.88	16.62	169.82
6.89	16.58	169.82
6.90	16.95	169.82
6.91	16.67	169.82
6.92	16.32	169.81
6.93	16.95	169.81
6.94	16.70	169.80
6.95	16.62	169.80
6.96	16.69	169.81
6.97	17.06	169.81
6.98	16.41	169.81
6.99	16.61	169.80
7.00	17.19	169.80
7.01	16.79	169.80
7.02	16.34	169.80
7.03	16.86	169.80
7.04	17.00	169.80
7.05	16.48	169.80
7.06	16.55	169.80
7.07	17.01	169.79
7.08	16.75	169.79
7.09	16.51	169.80
7.10	17.08	169.80
7.11	16.92	169.81
7.12	16.55	169.81
7.13	16.67	169.81
7.14	17.22	169.81
7.15	16.78	169.81
7.16	16.66	169.81
7.17	17.14	169.81
7.18	17.14	169.81
7.19	16.60	169.82
7.20	16.90	169.82
7.21	17.20	169.83
7.22	16.74	169.83
7.23	16.68	169.83
7.24	16.80	169.83
7.25	17.18	169.83
7.26	16.61	169.83
7.27	16.86	169.83
7.28	17.03	169.83
7.29	17.00	169.83
7.30	16.56	169.83
7.31	16.78	169.83
7.32	17.06	169.83
7.33	17.17	169.83
7.34	16.61	169.83
7.35	16.85	169.83
7.36	17.09	169.83
7.37	16.90	169.82
7.38	16.74	169.82
7.39	16.88	169.83
7.40	17.14	169.83
7.41	16.93	169.82
7.42	16.54	169.82
7.43	16.97	169.83
7.44	17.06	169.83
7.45	17.01	169.83
7.46	16.59	169.83
7.47	17.12	169.83
7.48	17.15	169.83
7.49	16.82	169.82
7.50	16.87	169.82
7.51	17.26	169.82
7.52	17.01	169.82
7.53	16.81	169.82
7.54	16.95	169.83
7.55	17.40	169.83
7.56	17.04	169.82
7.57	16.79	169.82
7.58	17.03	169.82
7.59	17.32	169.82
7.60	16.89	169.83
7.61	16.80	169.83
7.62	17.25	169.82
7.63	17.09	169.82
7.64	16.78	169.82
7.65	17.04	169.82
7.66	17.26	169.82
7.67	16.70	169.82
7.68	16.86	169.82
7.69	17.10	169.82
7.70	16.76	169.82
7.71	16.83	169.82
7.72	17.17	169.81
7.73	17.08	169.81
7.74	16.66	169.80
7.75	17.31	169.80
7.76	17.25	169.80
7.77	16.81	169.80
7.78	16.91	169.81
7.79	17.36	169.81
7.80	17.20	169.80
7.81	16.88	169.80
7.82	16.91	169.81
7.83	17.36	169.81
7.84	16.84	169.80
7.85	16.94	169.80
7.86	17.38	169.80
7.87	16.99	169.80
7.88	16.84	169.79
7.89	17.10	169.79
7.90	17.11	169.79
7.91	16.77	169.79
7.92	16.89	169.78
7.93	17.17	169.78
7.94	17.14	169.79
7.95	16.81	169.79
7.96	17.25	169.78
7.97	17.13	169.78
7.98	16.99	169.78
7.99	16.92	169.78
8.00	17.26	169.77
8.01	17.17	169.77
8.02	17.01	169.76
8.03	17.12	169.76
8.04	17.17	169.76
8.05	17.13	169.76
8.06	17.03	169.76
8.07	17.12	169.75
8.08	17.37	169.75
8.09	16.95	169.75
8.10	17.06	169.75
8.11	17.24	169.75
8.12	17.17	169.75
8.13	16.93	169.75
8.14	17.08	169.75
8.15	17.26	169.75
8.16	17.10	169.75
8.17	16.92	169.75
8.18	17.18	169.75
8.19	17.16	169.74
8.20	16.95	169.74
8.21	17.07	169.74
8.22	17.25	169.74
8.23	17.21	169.73
8.24	17.08	169.73
8.25	17.14	169.73
8.26	17.10	169.73
8.27	17.19	169.74
8.28	17.12	169.74
8.29	17.25	169.74
8.30	17.11	169.74
8.31	17.10	169.73
8.32	17.17	169.73
8.33	17.20	169.73
8.34	17.15	169.73
8.35	17.05	169.73
8.36	17.19	169.73
8.37	17.19	169.73
8.38	17.21	169.73
8.39	17.24	169.73
8.40	17.22	169.73
8.41	17.24	169.73
8.42	17.15	169.73
8.43	17.17	169.73
8.44	17.22	169.73
8.45	17.33	169.72
8.46	17.14	169.72
8.47	17.27	169.73
8.48	17.19	169.73
8.49	17.19	169.73
8.50	17.18	169.73
8.51	17.34	169.74
8.52	17.16	169.74
8.53	17.11	169.73
8.54	17.23	169.73
8.55	17.27	169.74
8.56	17.22	169.74
8.57	17.29	169.74
8.58	17.26	169.74
8.59	17.34	169.74
8.60	17.05	169.74
8.61	17.15	169.74
8.62	17.27	169.74
8.63	17.20	169.73
8.64	17.08	169.73
8.65	17.32	169.73
8.66	17.37	169.73
8.67	17.11	169.73
8.68	17.13	169.73
8.69	17.48	169.73
8.70	17.30	169.72
8.71	17.26	169.72
8.72	17.07	169.72
8.73	17.40	169.72
8.74	17.46	169.72
8.75	17.05	169.72
8.76	17.39	169.71
8.77	17.48	169.71
8.78	17.02	169.72
8.79	17.24	169.72
8.80	17.43	169.71
8.81	17.36	169.71
8.82	16.95	169.71
8.83	17.29	169.71
8.84	17.40	169.71
8.85	17.20	169.71
8.86	17.02	169.71
8.87	17.51	169.71
8.88	17.39	169.71
8.89	16.87	169.71
8.90	17.11	169.71
8.91	17.49	169.71
8.92	17.32	169.72
8.93	16.92	169.72
8.94	17.69	169.72
8.95	17.77	169.72
8.96	16.94	169.72
8.97	16.94	169.72
8.98	17.63	169.72
8.99	17.60	169.72
9.00	17.34	169.73
9.01	16.84	169.73
9.02	17.53	169.73
9.03	17.78	169.73
9.04	17.04	169.72
9.05	17.06	169.72
9.06	17.84	169.72
9.07	17.63	169.72
9.08	17.16	169.72
9.09	17.28	169.72
9.10	17.84	169.72
9.11	17.54	169.72
9.12	17.03	169.72
9.13	17.39	169.72
9.14	17.72	169.72
9.15	16.96	169.72
9.16	17.19	169.72
9.17	17.64	169.72
9.18	17.58	169.72
9.19	16.88	169.72
9.20	17.50	169.73
9.21	17.56	169.73
9.22	17.08	169.73
9.23	17.18	169.72
9.24	17.67	169.72
9.25	17.35	169.73
9.26	17.01	169.73
9.27	17.41	169.73
9.28	17.45	169.73
9.29	17.40	169.73
9.30	17.27	169.73
9.31	17.44	169.73
9.32	17.56	169.73
9.33	17.59	169.74
9.34	17.20	169.74
9.35	17.60	169.73
9.36	17.63	169.73
9.37	17.52	169.73
9.38	17.26	169.73
9.39	17.64	169.72
9.40	17.70	169.72
9.41	17.53	169.73
9.42	17.47	169.73
9.43	17.68	169.73
9.44	17.68	169.73
9.45	17.57	169.73
9.46	17.71	169.73
9.47	17.61	169.72
9.48	17.37	169.72
9.49	17.47	169.72
9.50	17.72	169.72
9.51	17.59	169.72
9.52	17.50	169.72
9.53	17.52	169.73
9.54	17.63	169.73
9.55	17.52	169.73
9.56	17.49	169.73
9.57	17.67	169.73
9.58	17.60	169.73
9.59	17.63	169.74
9.60	17.57	169.74
9.61	17.68	169.73
9.62	17.52	169.73
9.63	17.63	169.73
9.64	17.81	169.73
9.65	17.72	169.72
9.66	17.59	169.72
9.67	17.64	169.72
9.68	17.83	169.72
9.69	17.78	169.72
9.70	17.62	169.72
9.71	17.77	169.71
9.72	17.86	169.71
9.73	17.83	169.71
9.74	17.65	169.71
9.75	17.66	169.70
9.76	17.99	169.70
9.77	17.61	169.70
9.78	17.70	169.70
9.79	18.01	169.70
9.80	17.89	169.70
9.81	17.80	169.70
9.82	17.74	169.69
9.83	18.02	169.69
9.84	17.97	169.69
9.85	17.63	169.69
9.86	17.71	169.68
9.87	17.94	169.68
9.88	18.07	169.68
9.89	17.76	169.68
9.90	17.80	169.67
9.91	17.96	169.67
9.92	17.95	169.67
9.93	17.78	169.67
9.94	18.20	169.67
9.95	18.05	169.67
9.96	17.89	169.67
9.97	17.82	169.67
9.98	18.19	169.67
9.99	18.06	169.67
10.00	17.89	169.66
10.01	18.20	169.66
10.02	18.25	169.66
10.03	18.10	169.66
10.04	17.98	169.65
10.05	18.20	169.65
10.06	18.10	169.65
10.07	18.14	169.65
10.08	18.25	169.65
10.09	18.17	169.65
10.10	18.13	169.66
10.11	18.35	169.66
10.12	18.47	169.66
10.13	18.35	169.66
10.14	18.01	169.66
10.15	18.32	169.66
10.16	18.51	169.66
10.17	18.34	169.66
10.18	18.31	169.66
10.19	18.44	169.66
10.20	18.44	169.65
10.21	18.28	169.65
10.22	18.55	169.65
10.23	18.53	169.65
10.24	18.41	169.65
10.25	18.46	169.65
10.26	18.64	169.66
10.27	18.51	169.66
10.28	18.52	169.66
